"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Попытка изменения данных неавторизованным пользователем: проверка сообщения об ошибке","tests","2026-08-21","passed","2026-08-21","TestUpdateUser","Изменение данных пользователя","",""
"","1","Авторизованный пользователь: проверка статус-кода 200","tests","2026-08-21","passed","2026-08-21","TestGetOrders","Получение заказов пользователя","",""
"","0","Неавторизованный пользователь: проверка полей тела ответа","tests","2026-08-21","passed","2026-08-21","TestGetOrders","Получение заказов пользователя","",""
"","0","Неавторизованный пользователь: проверка полей тела ответа","tests","2026-08-21","passed","2026-08-21","TestGetOrders","Получение заказов пользователя","",""
"","0","Авторизованный пользователь: проверка наличия имени бургера","tests","2026-08-21","passed","2026-08-21","TestCreateOrder","Создание заказа","",""
"","1","Изменение данных авторизованным пользователем: проверка статус-кода 200","tests","2026-08-21","passed","2026-08-21","TestUpdateUser","Изменение данных пользователя","",""
"","0","Создание пользователя без обязательного поля: проверка тела ответа","tests","2026-08-21","passed","2026-08-21","TestCreateUser","Создание пользователя","",""
"","0","Создание заказа без ингредиентов: проверка тела ответа","tests","2026-08-21","passed","2026-08-21","TestCreateOrder","Создание заказа","",""
"","0","Создание заказа без ингредиентов: проверка тела ответа","tests","2026-08-21","passed","2026-08-21","TestCreateOrder","Создание заказа","",""
"","0","Попытка изменения данных неавторизованным пользователем: проверка сообщения об ошибке","tests","2026-08-21","passed","2026-08-21","TestUpdateUser","Изменение данных пользователя","",""
"","0","Попытка изменения данных неавторизованным пользователем: проверка поля success","tests","2026-08-21","passed","2026-08-21","TestUpdateUser","Изменение данных пользователя","",""
"","0","Создание пользователя без обязательного поля: проверка тела ответа","tests","2026-08-21","passed","2026-08-21","TestCreateUser","Создание пользователя","",""
"","0","Создание пользователя без обязательного поля: проверка статус-кода 403","tests","2026-08-21","passed","2026-08-21","TestCreateUser","Создание пользователя","",""
"","0","Неавторизованный пользователь: проверка статус-кода","tests","2026-08-21","passed","2026-08-21","TestCreateOrder","Создание заказа","",""
"","0","Создание дубликата: проверка сообщения об ошибке","tests","2026-08-21","passed","2026-08-21","TestCreateUser","Создание пользователя","",""
"","0","Неавторизованный пользователь: проверка статус-кода 401","tests","2026-08-21","passed","2026-08-21","TestGetOrders","Получение заказов пользователя","",""
"","0","Попытка изменения данных неавторизованным пользователем: проверка поля success","tests","2026-08-21","passed","2026-08-21","TestUpdateUser","Изменение данных пользователя","",""
"","1","Логин под существующим пользователем: проверка поля success","tests","2026-08-21","passed","2026-08-21","TestLoginUser","Логин пользователя","",""
"","0","Логин с неверным паролем: проверка сообщения об ошибке","tests","2026-08-21","passed","2026-08-21","TestLoginUser","Логин пользователя","",""
"","0","Создание пользователя без обязательного поля: проверка тела ответа","tests","2026-08-21","passed","2026-08-21","TestCreateUser","Создание пользователя","",""
"","1","Авторизованный пользователь: проверка, что orders является списком","tests","2026-08-21","passed","2026-08-21","TestGetOrders","Получение заказов пользователя","",""
"","0","Создание пользователя без обязательного поля: проверка статус-кода 403","tests","2026-08-21","passed","2026-08-21","TestCreateUser","Создание пользователя","",""
"","0","Создание пользователя без обязательного поля: проверка тела ответа","tests","2026-08-21","passed","2026-08-21","TestCreateUser","Создание пользователя","",""
"","0","Изменение данных авторизованным пользователем: проверка обновленного значения","tests","2026-08-21","passed","2026-08-21","TestUpdateUser","Изменение данных пользователя","",""
"","0","Создание дубликата: проверка сообщения об ошибке","tests","2026-08-21","passed","2026-08-21","TestCreateUser","Создание пользователя","",""
"","0","Создание дубликата: проверка статус-кода 403","tests","2026-08-21","passed","2026-08-21","TestCreateUser","Создание пользователя","",""
"","0","Попытка изменения данных неавторизованным пользователем: проверка поля success","tests","2026-08-21","passed","2026-08-21","TestUpdateUser","Изменение данных пользователя","",""
"","0","Создание заказа без ингредиентов: проверка статус-кода 400","tests","2026-08-21","passed","2026-08-21","TestCreateOrder","Создание заказа","",""
"","0","Изменение данных авторизованным пользователем: проверка статус-кода 200","tests","2026-08-21","passed","2026-08-21","TestUpdateUser","Изменение данных пользователя","",""
"","0","Логин с неверным паролем: проверка сообщения об ошибке","tests","2026-08-21","passed","2026-08-21","TestLoginUser","Логин пользователя","",""
"","0","Логин под существующим пользователем: проверка статус-кода 200","tests","2026-08-21","passed","2026-08-21","TestLoginUser","Логин пользователя","",""
"","0","Авторизованный пользователь: проверка статус-кода 200","tests","2026-08-21","passed","2026-08-21","TestCreateOrder","Создание заказа","",""
